SourceFile,EXIF:CreateDate,RTF:CreateDate,PDF:CreateDate,FlashPix:CreateDate,File:FileCreateDate,QuickTime:CreateDate,XMP:CreateDate,Composite:DateTimeOriginal,EXIF:DateTimeOriginal,XMP:DateTimeOriginal,XMP:DateTimeDigitized,QuickTime:MediaCreateDate,Composite:SubSecCreateDate,XMP:CreationDate,Matroska:DateTimeOriginal,QuickTime:TrackCreateDate,XML:CreateDate,Composite:SubSecDateTimeOriginal,EXIF:CreateDate_ts,RTF:CreateDate_ts,PDF:CreateDate_ts,FlashPix:CreateDate_ts,File:FileCreateDate_ts,QuickTime:CreateDate_ts,XMP:CreateDate_ts,Composite:DateTimeOriginal_ts,EXIF:DateTimeOriginal_ts,XMP:DateTimeOriginal_ts,XMP:DateTimeDigitized_ts,QuickTime:MediaCreateDate_ts,Composite:SubSecCreateDate_ts,XMP:CreationDate_ts,Matroska:DateTimeOriginal_ts,QuickTime:TrackCreateDate_ts,XML:CreateDate_ts,Composite:SubSecDateTimeOriginal_ts,EarliestTimestamp,EarliestYear
D:/HDD Data/Downloads/Hired candidates.xlsx,,,,,2025:10:31 17:34:17+01:00,,,,,,,,,,,,2019:12:12 10:52:30Z,,,,,,1761928457.0,,,,,,,,,,,,1576147950.0,,1576147950.0,2019
D:/HDD Data/OTHER/Downloads/Модель приток_4.docx,,,,,2025:10:31 17:53:21+01:00,,,,,,,,,,,,2017:03:19 07:03:00Z,,,,,,1761929601.0,,,,,,,,,,,,1489906980.0,,1489906980.0,2017
D:/HDD Data/Downloads/Candidate Sources (9).xlsx,,,,,2025:10:31 17:34:13+01:00,,,,,,,,,,,,2019:12:19 16:52:43Z,,,,,,1761928453.0,,,,,,,,,,,,1576774363.0,,1576774363.0,2019
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot (62).xlsx,,,,,2025:10:31 17:34:11+01:00,,,,,,,,,,,,2020:02:04 16:50:06Z,,,,,,1761928451.0,,,,,,,,,,,,1580835006.0,,1580835006.0,2020
D:/HDD Data/OTHER/Flashka 2/IMG_0006.jpg,2013:08:09 08:50:29,,,,2025:10:31 17:53:33+01:00,,,,,,,,,,,,,,1376031029.0,,,,1761929613.0,,,,,,,,,,,,,,1376031029.0,2013
D:/HDD Data/OTHER/Downloads/Popular indicators (7).xlsx,,,,,2025:10:31 17:52:53+01:00,,,,,,,,,,,,,,,,,,1761929573.0,,,,,,,,,,,,,,1761929573.0,2025
D:/HDD Data/1_uniques/оцінка фінансової стійкості підприємсьва.pdf,,,2009:06:11 01:00:33+03:00,,2025:10:31 17:33:29+01:00,,2009:06:11 01:00:33+03:00,,,,,,,,,,,,,,1244671233.0,,1761928409.0,,1244671233.0,,,,,,,,,,,,1244671233.0,2009
D:/HDD Data/Ciklum/Different Statistics/Internal referral_analysis by cities_25.9.2020.xlsx,,,,,2025:10:31 17:33:42+01:00,,,,,,,,,,,,2020:08:06 11:47:56Z,,,,,,1761928422.0,,,,,,,,,,,,1596714476.0,,1596714476.0,2020
D:/HDD Data/OTHER/Downloads/JSt0uS6WwcU.jpg,,,,,2025:10:31 17:52:36+01:00,,,,,,,,,,,,,,,,,,1761929556.0,,,,,,,,,,,,,,1761929556.0,2025
D:/HDD Data/Ciklum/Candidate Source/Candidate Sources_analysis.xlsx,,,,,2025:10:31 17:33:34+01:00,,,,,,,,,,,,2019:12:18 09:03:23Z,,,,,,1761928414.0,,,,,,,,,,,,1576659803.0,,1576659803.0,2019
D:/HDD Data/OTHER/Downloads/Tom_Light-Freedom(vmusice.net).mp3,,,,,2025:10:31 17:53:12+01:00,,,,,,,,,,,,,,,,,,1761929592.0,,,,,,,,,,,,,,1761929592.0,2025
D:/HDD Data/Downloads/All vacancies (75).xlsx,,,,,2025:10:31 17:34:04+01:00,,,,,,,,,,,,2020:05:26 09:43:23Z,,,,,,1761928444.0,,,,,,,,,,,,1590486203.0,,1590486203.0,2020
D:/HDD Data/0_duplicates/~$North America_08.08.2019.xlsm,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/Downloads/2020_05_25_Job_Analytics_Report.csv,,,,,2025:10:31 17:34:02+01:00,,,,,,,,,,,,,,,,,,1761928442.0,,,,,,,,,,,,,,1761928442.0,2025
D:/HDD Data/Downloads/Candidate Sources (29).xlsx,,,,,2025:10:31 17:34:12+01:00,,,,,,,,,,,,2020:09:25 07:34:32Z,,,,,,1761928452.0,,,,,,,,,,,,1601019272.0,,1601019272.0,2020
D:/HDD Data/Luxoft/20M business case/Financial model_20M_17.04.2019_v18.xlsb,,,,,2025:10:31 17:49:59+01:00,,,,,,,,,,,,2006:09:16 00:00:00Z,,,,,,1761929399.0,,,,,,,,,,,,1158364800.0,,1158364800.0,2006
D:/HDD Data/Luxoft/E-mails/FW  S&W Timesheets - Week 27 (this week) onwards.msg,,,,,2025:10:31 17:50:48+01:00,,,,,,,,,,,,,,,,,,1761929448.0,,,,,,,,,,,,,,1761929448.0,2025
D:/HDD Data/Luxoft/Refinitiv workshop/Refinitiv.pptx,,,,,2025:10:31 17:50:59+01:00,,,,,,,,,,,,2018:09:17 08:54:45Z,,,,,,1761929459.0,,,,,,,,,,,,1537174485.0,,1537174485.0,2018
D:/HDD Data/Downloads/Recruitment Activity (39).xlsx,,,,,2025:10:31 17:34:20+01:00,,,,,,,,,,,,2020:04:16 08:44:19Z,,,,,,1761928460.0,,,,,,,,,,,,1587026659.0,,1587026659.0,2020
D:/HDD Data/Downloads/Employees (12).xlsx,,,,,2025:10:31 17:34:15+01:00,,,,,,,,,,,,2020:01:27 17:01:01+02:00,,,,,,1761928455.0,,,,,,,,,,,,1580137261.0,,1580137261.0,2020
D:/HDD Data/OTHER/big 4/K-Foundation 2014 Timetable (on-line).pdf,,,2014:02:25 12:37:39Z,,2025:10:31 17:51:21+01:00,,2014:02:25 12:37:39Z,,,,,,,,,,,,,,1393331859.0,,1761929481.0,,1393331859.0,,,,,,,,,,,,1393331859.0,2014
D:/HDD Data/0_duplicates/~$Financial model_Avaloq rate card check_v05.xlsb,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/Галаган Дмитро Акти/Галаган Дмитро/Липень 2022 Галаган.pdf,,,2023:08:16 17:58:36+03:00,,2025:10:31 18:28:42+01:00,,2023:08:16 17:58:36+03:00,,,,,,,,,,,,,,1692197916.0,,1761931722.0,,1692197916.0,,,,,,,,,,,,1692197916.0,2023
D:/HDD Data/Downloads/Researchers KPI (23).xlsx,,,,,2025:10:31 17:34:21+01:00,,,,,,,,,,,,2020:02:03 08:40:56Z,,,,,,1761928461.0,,,,,,,,,,,,1580719256.0,,1580719256.0,2020
"D:/HDD Data/0_duplicates/~$3Y Plan_GK,RT,RA.xlsx",,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/1_uniques/михальская.pdf,,,2011:09:04 23:11:32+03:00,,2025:10:31 17:33:29+01:00,,2011:09:04 23:11:32+03:00,,,,,,,,,,,,,,1315167092.0,,1761928409.0,,1315167092.0,,,,,,,,,,,,1315167092.0,2011
D:/HDD Data/OTHER/Downloads/invoice.zip,,,,,2025:10:31 17:52:33+01:00,,,,,,,,,,,,,,,,,,1761929553.0,,,,,,,,,,,,,,1761929553.0,2025
D:/HDD Data/OTHER/Downloads/Dirty_South_Those_Usual_Susp_-_Walking_Alone_Original_Mix_(get-tune.net).mp3,,,,,2025:10:31 17:52:06+01:00,,,    ,,,,,,,,,,,,,,,1761929526.0,,,,,,,,,,,,,,1761929526.0,2025
D:/HDD Data/Luxoft/CG Discount Proposal/CG_Discount Proposal_draft_05.07.2019.pptx,,,,,2025:10:31 17:50:44+01:00,,,,,,,,,,,,2018:12:07 11:27:48Z,,,,,,1761929444.0,,,,,,,,,,,,1544182068.0,,1544182068.0,2018
D:/HDD Data/Downloads/Ciklum lockdown exit plan (1).pptx,,,,,2025:10:31 17:34:14+01:00,,,,,,,,,,,,2020:05:25 06:22:39Z,,,,,,1761928454.0,,,,,,,,,,,,1590387759.0,,1590387759.0,2020
D:/HDD Data/OTHER/big 4/English for Accountants and Auditors_Unit 2.pdf,,,2011:08:08 17:17:15+04:00,,2025:10:31 17:51:21+01:00,,2011:08:08 17:17:15+04:00,,,,,,,,,,,,,,1312809435.0,,1761929481.0,,1312809435.0,,,,,,,,,,,,1312809435.0,2011
D:/HDD Data/Ciklum/Budget/GWFM budget savings_consolidated_v3.xlsx,,,,,2025:10:31 17:33:34+01:00,,,,,,,,,,,,2015:06:05 18:17:20Z,,,,,,1761928414.0,,,,,,,,,,,,1433528240.0,,1433528240.0,2015
D:/HDD Data/Luxoft/FS updates/Berenberg_WS_Master.pdf,,,2019:06:26 10:47:50+03:00,,2025:10:31 17:50:49+01:00,,,,,,,,,,,,,,,,1561535270.0,,1761929449.0,,,,,,,,,,,,,,1561535270.0,2019
D:/HDD Data/1_uniques/2007 Invoice (With Sales Tax Preference=on).iif,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/OTHER/Downloads/fdm-julian-calor-fly-320-kbps-release-date-09.09.2016_(get-tune.net).mp3,,,,,2025:10:31 17:52:15+01:00,,,2016,,,,,,,,,,,,,,,1761929535.0,,,,,,,,,,,,,,1761929535.0,2025
D:/HDD Data/OTHER/Downloads/Preview-Martin-Garrix-amp-Dillon-Francis-Set-Me-Free(muzofon.com).mp3,,,,,2025:10:31 17:52:53+01:00,,,,,,,,,,,,,,,,,,1761929573.0,,,,,,,,,,,,,,1761929573.0,2025
D:/HDD Data/OTHER/Downloads/CDA-Disclosure By Newell Company(v2).doc,,,,2014:08:18 12:30:00,2025:10:31 17:52:00+01:00,,,,,,,,,,,,,,,,,1408357800.0,1761929520.0,,,,,,,,,,,,,,1408357800.0,2014
D:/HDD Data/1_uniques/2005 Credit Memo (Sales Tax Preference=Off).iif,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/0_duplicates/AlbumArt_{AA4FEDCC-4BAD-44A9-AAE2-F4002D22942D}_Small.jpg,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/Downloads/Candidate Sources (27).xlsx,,,,,2025:10:31 17:34:12+01:00,,,,,,,,,,,,2020:08:12 08:47:51Z,,,,,,1761928452.0,,,,,,,,,,,,1597222071.0,,1597222071.0,2020
D:/HDD Data/OTHER/Downloads/Flo_Rida_-_How_I_Feel_(www.primemusic.ru).mp3,,,,,2025:10:31 17:52:17+01:00,,,2013,,,,,,,,,,,,,,,1761929537.0,,,,,,,,,,,,,,1761929537.0,2025
D:/HDD Data/Ciklum/My tasks_draft.docx,,,,,2025:10:31 17:33:29+01:00,,,,,,,,,,,,2020:10:22 10:03:00Z,,,,,,1761928409.0,,,,,,,,,,,,1603360980.0,,1603360980.0,2020
D:/HDD Data/Ciklum/Quarterly Statistics/Q3'20_Statistics.xlsx,,,,,2025:10:31 17:33:51+01:00,,,,,,,,,,,,2020:04:03 11:07:55Z,,,,,,1761928431.0,,,,,,,,,,,,1585912075.0,,1585912075.0,2020
D:/HDD Data/Downloads/4Numberofrecruitersandsourcers.csv,,,,,2025:10:31 17:34:02+01:00,,,,,,,,,,,,,,,,,,1761928442.0,,,,,,,,,,,,,,1761928442.0,2025
D:/HDD Data/Ciklum/Due Dilligence/3) Resourcing Policy and Procedure_v5.docx,,,,,2025:10:31 17:33:43+01:00,,,,,,,,,,,,2020:05:28 13:13:00Z,,,,,,1761928423.0,,,,,,,,,,,,1590671580.0,,1590671580.0,2020
D:/HDD Data/OTHER/Downloads/PlanetaChasovPer.rar,,,,,2025:10:31 17:52:53+01:00,,,,,,,,,,,,,,,,,,1761929573.0,,,,,,,,,,,,,,1761929573.0,2025
D:/HDD Data/Downloads/Researchers KPI (8).xlsx,,,,,2025:10:31 17:34:22+01:00,,,,,,,,,,,,2019:12:04 12:23:26Z,,,,,,1761928462.0,,,,,,,,,,,,1575462206.0,,1575462206.0,2019
D:/HDD Data/Downloads/_drill_of_rec_sours pivot.xlsx,,,,,2025:10:31 17:34:29+01:00,,,,,,,,,,,,2020:06:18 07:43:10Z,,,,,,1761928469.0,,,,,,,,,,,,1592466190.0,,1592466190.0,2020
D:/HDD Data/OTHER/Downloads/Scooter_and_Vassy_-_Today_(PrimeMusic.ru).mp3,,,,,2025:10:31 17:52:58+01:00,,,2014,,,,,,,,,,,,,,,1761929578.0,,,,,,,,,,,,,,1761929578.0,2025
D:/HDD Data/Downloads/Candidate Sources (17).xlsx,,,,,2025:10:31 17:34:12+01:00,,,,,,,,,,,,2020:01:09 13:50:03Z,,,,,,1761928452.0,,,,,,,,,,,,1578577803.0,,1578577803.0,2020
D:/HDD Data/Work PC_2/To Save/Commercial_Model_Yoda_Phase2_TargetState_Actual_Teams_v8.xlsb,,,,,2025:10:31 18:28:24+01:00,,,,,,,,,,,,2017:07:14 23:11:49Z,,,,,,1761931704.0,,,,,,,,,,,,1500073909.0,,1500073909.0,2017
D:/HDD Data/Ciklum/Delivery Organisation Overview/Delivery Organisation Overview_17.02.2020.pptx,,,,,2025:10:31 17:33:40+01:00,,,,,,,,,,,,2018:04:11 13:07:04Z,,,,,,1761928420.0,,,,,,,,,,,,1523452024.0,,1523452024.0,2018
D:/HDD Data/Downloads/Researchers KPI (17).xlsx,,,,,2025:10:31 17:34:21+01:00,,,,,,,,,,,,2020:01:10 09:44:39Z,,,,,,1761928461.0,,,,,,,,,,,,1578649479.0,,1578649479.0,2020
D:/HDD Data/Luxoft/EY-Open-Innovation-Accelerators-Harnessing-the-value-created-through-collaboration.pdf,,,2016:04:01 07:25:43-07:00,,2025:10:31 17:49:57+01:00,,2016:04:01 07:25:43-07:00,,,,,,,,,,,,,,1459520743.0,,1761929397.0,,1459520743.0,,,,,,,,,,,,1459520743.0,2016
D:/HDD Data/Downloads/May-20 external recruitment costs (1).xlsx,,,,,2025:10:31 17:34:17+01:00,,,,,,,,,,,,2020:06:09 13:10:43Z,,,,,,1761928457.0,,,,,,,,,,,,1591708243.0,,1591708243.0,2020
D:/HDD Data/Ciklum/McKinsey/COVID-19-Facts-and-Insights-March-16-v3.pdf,,,2020:03:16 23:27:46Z,,2025:10:31 17:33:47+01:00,,2020:03:16 23:27:46Z,,,,,,,,,,,,,,1584401266.0,,1761928427.0,,1584401266.0,,,,,,,,,,,,1584401266.0,2020
D:/HDD Data/Ciklum/Sourcing Candidates Analysis/Sourcing Candidates Analysis_01.09.2020.xlsx,,,,,2025:10:31 17:33:53+01:00,,,,,,,,,,,,2020:01:09 17:00:25Z,,,,,,1761928433.0,,,,,,,,,,,,1578589225.0,,1578589225.0,2020
D:/HDD Data/Luxoft/Training platform/McK-Q-Learning-innovation-in-the-digital-age.pdf,,,2017:10:12 10:37:11-05:00,,2025:10:31 17:50:59+01:00,,2017:10:12 10:37:11-05:00,,,,,,,,,,,,,,1507822631.0,,1761929459.0,,1507822631.0,,,,,,,,,,,,1507822631.0,2017
D:/HDD Data/Ciklum/Budget/GWFM budget savings_consolidated_v1.xlsx,,,,,2025:10:31 17:33:34+01:00,,,,,,,,,,,,2015:06:05 18:17:20Z,,,,,,1761928414.0,,,,,,,,,,,,1433528240.0,,1433528240.0,2015
D:/HDD Data/Downloads/Analytics Jobs All Traffic 20201001-20201031_Oct 1.xlsx,,,,,2025:10:31 17:34:09+01:00,,,,,,,,,,,,,,,,,,1761928449.0,,,,,,,,,,,,,,1761928449.0,2025
D:/HDD Data/Downloads/Yaroslav_Kaplunskyi.pdf,,,,,2025:10:31 17:34:28+01:00,,,,,,,,,,,,,,,,,,1761928468.0,,,,,,,,,,,,,,1761928468.0,2025
D:/HDD Data/OTHER/Downloads/Route_94_-_My_Love_feat._Jess_Glynne_(get-tune.net).mp3,,,,,2025:10:31 17:52:58+01:00,,,,,,,,,,,,,,,,,,1761929578.0,,,,,,,,,,,,,,1761929578.0,2025
D:/HDD Data/0_duplicates/~$PLAN_FY'20.xlsx,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/Downloads/All vacancies (29).xlsx,,,,,2025:10:31 17:34:04+01:00,,,,,,,,,,,,2020:02:20 10:13:10Z,,,,,,1761928444.0,,,,,,,,,,,,1582193590.0,,1582193590.0,2020
D:/HDD Data/OTHER/Конкурс/IT-market-IDC.jpg,,,,,2025:10:31 17:54:47+01:00,,,,,,,,,,,,,,,,,,1761929687.0,,,,,,,,,,,,,,1761929687.0,2025
D:/HDD Data/Downloads/Candidate Sources_Cost per Hire (30).xlsx,,,,,2025:10:31 17:34:13+01:00,,,,,,,,,,,,2020:03:24 10:01:58Z,,,,,,1761928453.0,,,,,,,,,,,,1585044118.0,,1585044118.0,2020
D:/HDD Data/Downloads/Researchers KPI (27).xlsx,,,,,2025:10:31 17:34:22+01:00,,,,,,,,,,,,2020:02:24 11:13:23Z,,,,,,1761928462.0,,,,,,,,,,,,1582542803.0,,1582542803.0,2020
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot - 2020-06-01T154309.256.xlsx,,,,,2025:10:31 17:34:11+01:00,,,,,,,,,,,,2020:06:01 12:43:08Z,,,,,,1761928451.0,,,,,,,,,,,,1591015388.0,,1591015388.0,2020
D:/HDD Data/OTHER/Downloads/Shift_K3Y_-_I_Know_Extended_(get-tune.net).mp3,,,,,2025:10:31 17:52:59+01:00,,,2014,,,,,,,,,,,,,,,1761929579.0,,,,,,,,,,,,,,1761929579.0,2025
D:/HDD Data/Downloads/All vacancies (76).xlsx,,,,,2025:10:31 17:34:04+01:00,,,,,,,,,,,,2020:05:26 09:44:56Z,,,,,,1761928444.0,,,,,,,,,,,,1590486296.0,,1590486296.0,2020
D:/HDD Data/Luxoft/LEXTA PRESENTATION/LEXTA_ANALYSIS_18.09.2017_v2.xlsx,,,,,2025:10:31 17:50:53+01:00,,,,,,,,,,,,2017:08:24 14:45:11Z,,,,,,1761929453.0,,,,,,,,,,,,1503585911.0,,1503585911.0,2017
D:/HDD Data/OTHER/Сингапурская история.doc,,,,2008:03:25 03:23:00,2025:10:31 17:51:17+01:00,,,,,,,,,,,,,,,,,1206411780.0,1761929477.0,,,,,,,,,,,,,,1206411780.0,2008
D:/HDD Data/0_duplicates/~$North America_v13.xlsm,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/Ciklum/Board Presentation/Recruitment machine_v3.pptx,,,,,2025:10:31 17:33:33+01:00,,,,,,,,,,,,2018:04:11 13:07:04Z,,,,,,1761928413.0,,,,,,,,,,,,1523452024.0,,1523452024.0,2018
D:/HDD Data/OTHER/Downloads/Дослідження тенденцій та циклів глобальної економічної динаміки 17-01-2016.docx,,,,,2025:10:31 17:53:21+01:00,,,,,,,,,,,,2016:01:23 21:00:00Z,,,,,,1761929601.0,,,,,,,,,,,,1453582800.0,,1453582800.0,2016
D:/HDD Data/Ciklum/CV to close vacancy/All vacancies for CVs to close vacancy.xlsx,,,,,2025:10:31 17:33:38+01:00,,,,,,,,,,,,2019:12:07 12:02:38Z,,,,,,1761928418.0,,,,,,,,,,,,1575720158.0,,1575720158.0,2019
D:/HDD Data/OTHER/Downloads/Popular indicators (1).xlsx,,,,,2025:10:31 17:52:53+01:00,,,,,,,,,,,,,,,,,,1761929573.0,,,,,,,,,,,,,,1761929573.0,2025
D:/HDD Data/OTHER/Downloads/Sidney_Samson_ft._will.i.am_-_Better_Than_Yesterday_(get-tune.net).mp3,,,,,2025:10:31 17:53:00+01:00,,,,,,,,,,,,,,,,,,1761929580.0,,,,,,,,,,,,,,1761929580.0,2025
D:/HDD Data/Ciklum/Different Statistics/Mapping for Planning.xlsx,,,,,2025:10:31 17:33:42+01:00,,,,,,,,,,,,2020:02:28 09:53:23Z,,,,,,1761928422.0,,,,,,,,,,,,1582883603.0,,1582883603.0,2020
D:/HDD Data/OTHER/Downloads/DJ_M.E.G._feat._Holy_Molly_-_Kill_Me_All_Night_Long_(PrimeMusic.ru).mp3,,,,,2025:10:31 17:52:08+01:00,,,2014,,,,,,,,,,,,,,,1761929528.0,,,,,,,,,,,,,,1761929528.0,2025
D:/HDD Data/Luxoft/FS updates/Excelian KBL K+ Support Team - March 2019.pdf,,,2019:03:19 15:51:51+02:00,,2025:10:31 17:50:50+01:00,,,,,,,,,,,,,,,,1553003511.0,,1761929450.0,,,,,,,,,,,,,,1553003511.0,2019
D:/HDD Data/Luxoft/North America Accounts/Sales pipeline_27.06.2019_Global Account.xlsb,,,,,2025:10:31 17:50:58+01:00,,,,,,,,,,,,2019:06:27 11:54:32Z,,,,,,1761929458.0,,,,,,,,,,,,1561636472.0,,1561636472.0,2019
D:/HDD Data/OTHER/Учеба/РЕФЕРАТ ИС.rtf,,2012:02:14 15:40:00,,,2025:10:31 17:57:46+01:00,,,,,,,,,,,,,,,1329230400.0,,,1761929866.0,,,,,,,,,,,,,,1329230400.0,2012
D:/HDD Data/OTHER/Диплом Галаган/дипломная работа Ш Ю.doc,,,,2013:05:03 09:17:00,2025:10:31 17:54:46+01:00,,,,,,,,,,,,,,,,,1367565420.0,1761929686.0,,,,,,,,,,,,,,1367565420.0,2013
D:/HDD Data/Downloads/VPN_L2TP.zip,,,,,2025:10:31 17:34:27+01:00,,,,,,,,,,,,,,,,,,1761928467.0,,,,,,,,,,,,,,1761928467.0,2025
D:/HDD Data/Downloads/Recruitment Activity (36).xlsx,,,,,2025:10:31 17:34:20+01:00,,,,,,,,,,,,2020:04:16 08:39:46Z,,,,,,1761928460.0,,,,,,,,,,,,1587026386.0,,1587026386.0,2020
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot (50).xlsx,,,,,2025:10:31 17:34:10+01:00,,,,,,,,,,,,2020:01:30 17:29:41Z,,,,,,1761928450.0,,,,,,,,,,,,1580405381.0,,1580405381.0,2020
D:/HDD Data/Luxoft/FS updates/TTS - BOT Oct 18 v.1b.pdf,,,2018:10:30 15:37:13+02:00,,2025:10:31 17:50:52+01:00,,,,,,,,,,,,,,,,1540906633.0,,1761929452.0,,,,,,,,,,,,,,1540906633.0,2018
D:/HDD Data/OTHER/Downloads/Швецова - last 04-05 на отправку.docx,,,,,2025:10:31 17:53:22+01:00,,,,,,,,,,,,2017:05:03 22:04:00Z,,,,,,1761929602.0,,,,,,,,,,,,1493849040.0,,1493849040.0,2017
D:/HDD Data/OTHER/Фильмы/Stalinoy.gigant.1999.х264.HDTVRip.720p.mkv,,,,,2025:10:31 18:16:58+01:00,,,,,,,,,,2009:08:27 09:35:40Z,,,,,,,,1761931018.0,,,,,,,,,,1251365740.0,,,,1251365740.0,2009
D:/HDD Data/Ciklum/Recruitment KPI/Recruitment&Sourcing KPI slides_to send.pptx,,,,,2025:10:31 17:33:51+01:00,,,,,,,,,,,,2019:01:07 12:11:49Z,,,,,,1761928431.0,,,,,,,,,,,,1546863109.0,,1546863109.0,2019
"D:/HDD Data/OTHER/Максімова В. Ф., Артюх О. В. Облік у системі оподаткування навчальний посібник.pdf",,,2013:11:13 16:17:33+02:00,,2025:10:31 17:51:17+01:00,,2013:11:13 16:17:33+02:00,,,,,,,,,,,,,,1384352253.0,,1761929477.0,,1384352253.0,,,,,,,,,,,,1384352253.0,2013
D:/HDD Data/OTHER/Downloads/1Import files from Fulfilled Shipments 31.08.2017_AZ.xlsm,,,,,2025:10:31 17:51:50+01:00,,,,,,,,,,,,2006:09:16 00:00:00Z,,,,,,1761929510.0,,,,,,,,,,,,1158364800.0,,1158364800.0,2006
D:/HDD Data/Downloads/Researchers KPI (12).xlsx,,,,,2025:10:31 17:34:21+01:00,,,,,,,,,,,,2019:12:16 08:35:35Z,,,,,,1761928461.0,,,,,,,,,,,,1576485335.0,,1576485335.0,2019
D:/HDD Data/Work PC_2/To Save/RBS Services Overview.pdf,,,2019:03:04 15:53:05+00:00,,2025:10:31 18:28:25+01:00,,,,,,,,,,,,,,,,1551714785.0,,1761931705.0,,,,,,,,,,,,,,1551714785.0,2019
D:/HDD Data/Luxoft/North America Accounts/Questionnaire.xlsx,,,,,2025:10:31 17:50:58+01:00,,,,,,,,,,,,2019:05:30 11:04:43Z,,,,,,1761929458.0,,,,,,,,,,,,1559214283.0,,1559214283.0,2019
D:/HDD Data/OTHER/Новая папка/курсовая Гуцаленко.docx,,,,,2025:10:31 17:54:49+01:00,,,,,,,,,,,,2011:12:06 07:09:00Z,,,,,,1761929689.0,,,,,,,,,,,,1323155340.0,,1323155340.0,2011
D:/HDD Data/Ciklum/Job Post Report/Job Post report_Database_11.06.2020.xlsx,,,,,2025:10:31 17:33:45+01:00,,,,,,,,,,,,2020:05:28 15:51:19Z,,,,,,1761928425.0,,,,,,,,,,,,1590681079.0,,1590681079.0,2020
D:/HDD Data/Downloads/Candidate Sources_Cost per Hire (52).xlsx,,,,,2025:10:31 17:34:13+01:00,,,,,,,,,,,,2020:07:27 10:37:06Z,,,,,,1761928453.0,,,,,,,,,,,,1595846226.0,,1595846226.0,2020
D:/HDD Data/OTHER/Downloads/Hide.me-Setup-1.2.12.exe,,,,,2025:10:31 17:52:32+01:00,,,,,,,,,,,,,,,,,,1761929552.0,,,,,,,,,,,,,,1761929552.0,2025
D:/HDD Data/OTHER/Downloads/Ne-Yo_-_Im_So_High_(Dance_Version)_(PrimeMusic.ru).mp3,,,,,2025:10:31 17:52:50+01:00,,,2014,,,,,,,,,,,,,,,1761929570.0,,,,,,,,,,,,,,1761929570.0,2025
D:/HDD Data/Luxoft/20M business case/Financial model_50M_22.04.2019_v3.xlsb,,,,,2025:10:31 17:50:03+01:00,,,,,,,,,,,,2006:09:16 00:00:00Z,,,,,,1761929403.0,,,,,,,,,,,,1158364800.0,,1158364800.0,2006
D:/HDD Data/Downloads/Researchers KPI (51).xlsx,,,,,2025:10:31 17:34:22+01:00,,,,,,,,,,,,2020:04:30 15:49:30Z,,,,,,1761928462.0,,,,,,,,,,,,1588261770.0,,1588261770.0,2020
D:/HDD Data/1_uniques/hideman-setup.exe,,,,,2025:10:31 17:33:22+01:00,,,,,,,,,,,,,,,,,,1761928402.0,,,,,,,,,,,,,,1761928402.0,2025
D:/HDD Data/OTHER/Downloads/DJ_Sasha_Dith_and_Steve_Modana_-_No_Money_No_Honey_(PrimeMusic.ru).mp3,,,,,2025:10:31 17:52:08+01:00,,,,,,,,,,,,,,,,,,1761929528.0,,,,,,,,,,,,,,1761929528.0,2025
D:/HDD Data/OTHER/Downloads/us_cpi_a_25261372781369.xls,,,,,2025:10:31 17:53:14+01:00,,,,,,,,,,,,,,,,,,1761929594.0,,,,,,,,,,,,,,1761929594.0,2025
D:/HDD Data/0_duplicates/~$Fin Model_v3_Avaloq UK_GBP_14m_v12.1_Scenario 1.xlsb,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/Luxoft/CG Discount Proposal/CG_Discount Proposal_draft_05.07.2019 upd.pptx,,,,,2025:10:31 17:50:44+01:00,,,,,,,,,,,,2018:12:07 11:27:48Z,,,,,,1761929444.0,,,,,,,,,,,,1544182068.0,,1544182068.0,2018
